timestamp,emotion,confidence
1746059482.171178,Surprise,0.3277721107006073
1746059482.764881,Surprise,0.34313830733299255
1746059483.350574,Surprise,0.31824246048927307
1746059483.899605,Surprise,0.33627286553382874
1746059484.460759,Surprise,0.33399698138237
1746059484.99889,Surprise,0.33109450340270996
1746059485.555147,Surprise,0.34421423077583313
1746059486.093441,Surprise,0.3440285623073578
1746059486.6289809,Surprise,0.34902217984199524
1746059487.195827,Surprise,0.33170807361602783
1746059487.737515,Surprise,0.35437747836112976
1746059488.324301,Surprise,0.33515697717666626
1746059488.877318,Surprise,0.3402962386608124
1746059489.4347908,Surprise,0.34780076146125793
1746059489.994096,Surprise,0.3412719964981079
1746059490.551959,Surprise,0.34948328137397766
1746059491.109675,Surprise,0.3338359296321869
1746059491.6682932,Surprise,0.33586907386779785
1746059492.239404,Surprise,0.3451348543167114
1746059492.8102841,Surprise,0.3599109351634979
1746059493.38154,Surprise,0.3529517948627472
1746059493.948818,Surprise,0.3279304504394531
1746059494.518943,Surprise,0.3356810212135315
1746059495.112621,Surprise,0.3290771543979645
1746059495.6857102,Surprise,0.3267037570476532
1746059496.239702,Surprise,0.3294544517993927
1746059496.8208158,Surprise,0.2935623526573181
1746059497.401771,Surprise,0.260224312543869
1746059497.954447,Surprise,0.31358808279037476
1746059498.5248268,Surprise,0.2705444097518921
1746059499.104387,Sad,0.30475306510925293
1746059499.6996312,Sad,0.37895017862319946
1746059500.2583418,Happy,0.36580973863601685
1746059500.818917,Happy,0.45437225699424744
1746059501.398486,Happy,0.48016586899757385
1746059501.964957,Happy,0.40790948271751404
1746059502.527562,Happy,0.3544141948223114
1746059503.1099808,Happy,0.9980742931365967
1746059503.702955,Happy,0.9968717694282532
1746059504.268768,Happy,0.9948946237564087
1746059504.902524,Happy,0.9748664498329163
1746059505.4718,Happy,0.8304475545883179
1746059506.033692,Sad,0.37714487314224243
1746059506.6058528,Surprise,0.27499082684516907
1746059507.205651,Sad,0.30813494324684143
1746059507.7696111,Sad,0.26558369398117065
1746059508.327289,Surprise,0.2718087136745453
1746059508.89744,Surprise,0.2712958753108978
1746059509.4929678,Sad,0.2745150029659271
1746059510.0760992,Sad,0.2716723382472992
1746059510.635374,Fear,0.27441084384918213
1746059511.1991959,Surprise,0.26303353905677795
1746059511.774623,Fear,0.24068842828273773
1746059512.34302,Sad,0.2597813010215759
1746059512.903748,Sad,0.28698012232780457
1746059513.471204,Sad,0.3226536512374878
1746059514.0218198,Fear,0.2650633454322815
1746059514.600748,Sad,0.32049646973609924
1746059515.161479,Fear,0.35907942056655884
1746059515.7319942,Sad,0.354198694229126
1746059516.297653,Fear,0.29376107454299927
1746059516.8667982,Fear,0.34755727648735046
1746059517.432245,Fear,0.3408971130847931
1746059517.9858088,Sad,0.2935490608215332
1746059518.566122,Fear,0.3230683207511902
1746059519.13952,Sad,0.38580623269081116
1746059519.700466,Fear,0.2931059002876282
1746059520.272768,Fear,0.3019173741340637
1746059520.833629,Sad,0.288483202457428
1746059521.395317,Fear,0.29777413606643677
1746059521.965968,Fear,0.31133076548576355
1746059522.551359,Surprise,0.27732452750205994
1746059523.1038232,Fear,0.36719468235969543
1746059523.667784,Sad,0.3349675238132477
1746059524.2358358,Sad,0.2959539592266083
1746059524.832723,Fear,0.30611488223075867
1746059525.393856,Surprise,0.3406689763069153
1746059525.972718,Fear,0.35110417008399963
1746059526.536285,Fear,0.3205970227718353
1746059527.104109,Fear,0.2934773564338684
1746059527.668728,Sad,0.3025425970554352
1746059528.2348769,Sad,0.314674973487854
1746059528.79865,Surprise,0.3764549493789673
1746059529.3746061,Surprise,0.4248749911785126
1746059529.93958,Surprise,0.33625271916389465
1746059530.500048,Surprise,0.2921355366706848
1746059531.063475,Surprise,0.31404176354408264
1746059531.6504152,Fear,0.2666145861148834
1746059532.205181,Fear,0.28121238946914673
1746059532.7721589,Sad,0.2942030429840088
1746059533.347104,Surprise,0.3138061761856079
1746059533.913109,Sad,0.31836915016174316
1746059534.4776478,Sad,0.3105858564376831
1746059535.0381792,Fear,0.28612351417541504
1746059535.604691,Sad,0.32499825954437256
1746059536.165442,Sad,0.33536091446876526
1746059536.7419782,Fear,0.2986840009689331
1746059537.306356,Surprise,0.28244322538375854
1746059537.937663,Surprise,0.36610159277915955
1746059538.539289,Fear,0.28046664595603943
1746059539.11648,Surprise,0.31949299573898315
1746059539.7477481,Sad,0.33431652188301086
1746059540.3423328,Sad,0.3559263050556183
1746059540.9100192,Fear,0.3756665289402008
1746059541.471906,Sad,0.28737425804138184
1746059542.047513,Sad,0.30074769258499146
1746059542.606903,Fear,0.2595199644565582
1746059543.17773,Surprise,0.26173514127731323
1746059543.748323,Surprise,0.27120181918144226
1746059544.316315,Surprise,0.3159554898738861
1746059544.9586549,Sad,0.38783353567123413
1746059545.507433,Sad,0.3095923662185669
1746059546.067134,Surprise,0.2822973132133484
1746059546.601098,Fear,0.2628115713596344
1746059547.13626,Surprise,0.26307010650634766
1746059547.7057412,Surprise,0.25626784563064575
1746059548.2682052,Surprise,0.33428099751472473
1746059548.831361,Surprise,0.3412887752056122
1746059549.366291,Surprise,0.3428891599178314
1746059550.3846679,Surprise,0.3406727612018585
1746059550.9282508,Surprise,0.3359871506690979
1746059551.455294,Surprise,0.32710567116737366
1746059957.2020109,Surprise,0.3909895718097687
1746059957.808888,Surprise,0.2703855335712433
1746059958.4219048,Fear,0.2920342683792114
1746059959.0085309,Fear,0.3128318190574646
1746059959.616971,Sad,0.3667623996734619
1746059960.1910279,Sad,0.3110828399658203
1746059960.781611,Sad,0.3399123549461365
1746059961.3822238,Fear,0.297700971364975
1746059961.965795,Sad,0.3189818263053894
1746059962.565839,Surprise,0.3019667863845825
1746059963.156745,Sad,0.28786104917526245
1746059963.741835,Surprise,0.27965405583381653
1746059964.345631,Surprise,0.3157389461994171
1746059964.959025,Sad,0.30923017859458923
1746059965.5437288,Sad,0.29828304052352905
1746059966.149454,Surprise,0.3015495240688324
1746059966.746298,Surprise,0.30655622482299805
1746059967.345502,Surprise,0.2576623260974884
1746059967.952447,Sad,0.27558189630508423
1746059968.5378501,Surprise,0.30449989438056946
1746059969.11176,Surprise,0.31750574707984924
1746059969.7137558,Fear,0.2694171965122223
1746059970.3134289,Surprise,0.30617600679397583
1746059970.913805,Surprise,0.2827167212963104
1746059971.573688,Surprise,0.2848803400993347
1746059972.1908438,Sad,0.2786981761455536
1746059972.7808902,Surprise,0.29807689785957336
1746059973.3879418,Fear,0.31494489312171936
1746059973.986484,Surprise,0.2604568600654602
1746059974.589858,Surprise,0.32366782426834106
1746059975.159269,Surprise,0.3284509479999542
1746059975.7554939,Surprise,0.3657918870449066
1746059976.3501859,Surprise,0.34560394287109375
1746059976.957921,Surprise,0.2667677104473114
1746059977.54079,Surprise,0.34482085704803467
1746059978.121213,Surprise,0.31202277541160583
1746059978.727808,Surprise,0.3395775258541107
1746059979.3046248,Surprise,0.33602064847946167
1746059979.856647,Surprise,0.32792162895202637
1746059980.4385002,Surprise,0.34162208437919617
1746059981.525865,Surprise,0.34760138392448425
1746059982.1032221,Surprise,0.3148121237754822
1746059983.201011,Surprise,0.334778755903244
1746059985.309841,Surprise,0.3427530527114868
1746059986.396362,Surprise,0.3274144232273102
1746059988.0328991,Surprise,0.33334290981292725
1746061132.8560052,Surprise,0.3088468909263611
1746061134.992938,Sad,0.34582892060279846
1746061135.570594,Happy,0.7747483849525452
1746061136.149754,Sad,0.5245757699012756
1746061136.714536,Sad,0.34524795413017273
1746061137.273957,Happy,0.39245888590812683
1746061137.862348,Happy,0.47769996523857117
1746061138.450145,Happy,0.4361599385738373
1746061139.0051079,Happy,0.46783268451690674
1746061139.59098,Sad,0.3698827922344208
1746061140.178846,Sad,0.41470208764076233
1746061140.749988,Happy,0.4200615882873535
1746061141.3190012,Happy,0.41568318009376526
1746061141.8799329,Happy,0.5109599232673645
1746061142.455008,Happy,0.5737019777297974
1746061143.0038369,Happy,0.4618985652923584
1746061143.580299,Happy,0.7045808434486389
1746061144.146455,Sad,0.3196485936641693
1746061144.720712,Sad,0.300228476524353
1746061145.291768,Sad,0.38768988847732544
1746061145.881249,Sad,0.46752840280532837
1746061146.4423301,Happy,0.2907118499279022
1746061147.0031412,Sad,0.37778687477111816
1746061147.58982,Happy,0.7247257828712463
1746061148.154119,Happy,0.7450065016746521
1746061148.7127712,Sad,0.40831878781318665
1746061152.893375,Sad,0.3872118890285492
1746061153.454358,Sad,0.3543681800365448
1746061154.013843,Sad,0.4580670893192291
1746061154.616205,Happy,0.4207117259502411
1746061155.195439,Sad,0.5106597542762756
1746061155.780339,Sad,0.5105871558189392
1746061156.348923,Happy,0.4028262197971344
1746061156.931191,Sad,0.44152215123176575
1746061157.5078459,Sad,0.3342888057231903
1746061158.10914,Surprise,0.2486577033996582
1746061158.701679,Sad,0.2749837338924408
1746061159.253356,Sad,0.418132483959198
1746061159.825286,Sad,0.436720073223114
1746061160.4062731,Sad,0.3816244900226593
1746061160.999377,Sad,0.29029324650764465
1746061161.570911,Sad,0.42134225368499756
1746061162.169044,Sad,0.39820602536201477
1746061162.739752,Happy,0.36880651116371155
1746061163.33691,Sad,0.39041557908058167
1746061163.9012291,Sad,0.4179300367832184
1746061164.452439,Sad,0.4284592866897583
1746061165.0182111,Sad,0.39998435974121094
1746061165.586797,Sad,0.4879584014415741
1746061166.14934,Sad,0.4284728169441223
1746061166.7220721,Sad,0.4634915292263031
1746061167.287908,Sad,0.43004459142684937
1746061167.8741162,Sad,0.4737912714481354
1746061168.435189,Happy,0.39563074707984924
1746061168.9913769,Happy,0.3563920855522156
1746061169.5688,Sad,0.43556249141693115
1746061170.118201,Happy,0.9876697659492493
1746061170.6961331,Happy,0.9746299982070923
1746061171.251316,Happy,0.9819847941398621
1746061171.8205,Happy,0.5081618428230286
1746061172.389951,Happy,0.7992608547210693
1746061172.9538088,Sad,0.41678324341773987
1746061173.518213,Sad,0.3816467523574829
1746061174.0993128,Sad,0.3964243233203888
1746061174.659955,Happy,0.5356804132461548
1746061175.234881,Sad,0.2936428487300873
1746061175.79407,Happy,0.315215140581131
1746061176.360013,Sad,0.339954674243927
1746061176.934717,Sad,0.3881934881210327
1746061177.497082,Sad,0.37893933057785034
1746061178.0654871,Sad,0.3851921260356903
1746061178.638449,Sad,0.3294393718242645
1746061179.199935,Sad,0.4860785901546478
1746061179.751987,Sad,0.4359603226184845
1746061180.3238149,Sad,0.4202879071235657
1746061180.9015522,Sad,0.49774205684661865
1746061181.45067,Sad,0.37071388959884644
1746061182.018465,Sad,0.3430408835411072
1746061182.613193,Sad,0.30944910645484924
1746061183.197574,Happy,0.8657272458076477
